name,pctwhite,pctblack,pctapi,pctaian,pcthispanic
,3.29,0.2,0.18,0.09,96.13
,92.83,1.88,0.47,0.98,2.06
,61.41,32.78,0.48,0.63,2.32
,4.58,0.2,0.2,0.12,94.73
,66.08,28.84,0.35,0.51,2.01
,75.83,18.5,0.64,0.95,2.18
,5.35,0.28,1.8,0.27,92.04
,91.2,4.31,0.46,0.47,1.91
,1.57,0.31,96.09,0.01,0.54
,88.78,5.45,0.62,0.61,2.68
,83.09,11.02,0.5,0.83,2.48
,4.62,0.63,1.06,0.13,93.31
,75.91,17.88,0.58,0.85,2.43
,89.08,4.57,1.67,0.47,2.43
,87.33,7.65,0.48,0.61,2.23
,89.8,5.28,0.6,0.53,2.23
,84.36,9.7,0.72,0.98,2.58
,92.86,2.15,0.51,0.87,2
,54.67,39.64,0.33,0.65,2.33
,74.91,19.49,0.39,0.58,2.45
,4.49,0.1,2.61,0.28,92.12
,79.76,14.2,0.51,1.06,2.34
,92.67,0.94,0.77,0.27,3.99
,74.84,19.57,0.5,0.8,2.22
,2.42,0.2,93.06,0.03,1.08
,4.94,0.38,3.34,0.16,90.85
,63.23,31.35,0.46,0.51,2.12
,80.21,14.18,0.49,1.26,2.01
,5.13,0.38,2.03,0.21,91.89
,85.2,9.29,0.67,0.56,2.41
,83.38,10.84,0.63,1.05,2.34
,95.29,0.26,0.73,0.29,2.3
,74.7,19.85,0.54,0.61,2.28
,48.69,44.88,0.47,0.82,2.39
,94.56,0.8,0.83,0.24,2.32
,69.7,24.86,0.48,0.62,2.25
,79.93,13.99,0.73,0.9,2.53
,7.85,0.62,0.2,0.23,90.89
,71.31,23.21,0.45,0.67,2.26
,80.37,13.87,0.6,0.63,2.47
,80.83,13.62,0.71,0.57,2.29
,52.74,40.5,0.49,0.94,2.43
,82.75,10.94,0.63,1.14,2.32
,75.38,18.49,0.71,0.72,2.51
,1.13,0.27,96.09,0.64,0.37
,94.69,0.35,0.73,0.47,2.32
,65.71,28.68,0.46,0.64,2.23
,65.41,28.06,0.52,0.87,2.59
,93.85,0.43,0.5,0.14,4.14
,3.97,0.29,3.24,0.24,91.88
,79.07,15.54,0.38,0.81,2.25
,79.32,14.52,0.67,1.08,2.28
,64.68,29.39,0.45,0.61,2.27
,15.69,22.02,56.54,0.36,1.44
,74.91,19.61,0.45,0.67,2.38
,61.11,33.1,0.36,0.49,2.37
,5.46,0.65,0.79,0.3,92.58
,5.86,0.33,2.58,0.34,90.39
,5.73,1.8,4.51,0.1,87.02
,1.37,(S),96.7,(S),0.42
,88.57,6.2,0.94,0.54,2.34
,82.06,10.79,1.03,1.3,2.37
,64.55,29.17,0.44,0.74,2.48
,40.49,53.16,0.33,0.61,2.27
,84.62,9.74,0.57,0.83,2.3
,67.02,27.62,0.42,0.67,1.95
,80.06,13.96,0.61,0.69,2.65
,85,8.97,0.61,1.42,1.94
,3.78,0.2,0.27,0.14,95.47
,73.18,20.4,0.57,1.05,2.49
,81.62,12.88,0.55,0.65,2.44
,84.47,10.54,0.76,0.37,2.49
,79.78,12.77,0.79,1.95,2.53
,85.11,9.56,0.54,0.76,2.31
,65.69,28.46,0.39,0.77,2.05
,83.22,11.36,0.51,0.65,2.5
,66.42,26.45,0.71,0.92,3.14
,93.72,1.06,0.85,0.43,2.37
,57.83,32.11,3.13,1.36,3.15
,4.34,0.51,2.71,0.2,91.9
,79.14,15.07,0.48,0.93,2.23
,71.37,22.42,0.72,0.57,2.44
,84.5,10.53,0.47,0.54,2.18
,59.9,34.6,0.48,0.59,2.22
,4.83,0.4,2.06,0.09,92.4
,75.16,19.51,0.54,0.4,2.36
,71.72,22.83,0.49,0.69,2.07
,86.85,7.44,0.58,0.56,2.91
,73.27,21.17,0.5,0.45,2.6
,75.08,19.67,0.5,0.69,2.11
,4.4,0.36,0.87,0.29,93.84
,65.69,10.02,19.1,0.99,2.02
,4.08,0.3,1.23,0.34,93.86
,66.84,25.83,0.8,1.45,2.6
,94.18,1.62,0.51,0.34,2.02
,10.25,0.63,1.34,0.76,86.51
,3.06,0.1,0.13,0.15,96.46
,80.26,13.99,0.5,0.84,2.65
,3.86,0.25,0.51,0.18,95.08
,79.11,15.08,0.52,0.84,2.41
,94.66,0.4,0.76,0.53,2.18
,75.78,18.6,0.43,1.21,2.22
,63.4,30.58,0.49,0.74,2.31
,61.59,32.96,0.46,0.61,2.15
,86.86,7.52,0.8,0.6,2.44
,80.28,13.84,0.58,0.88,2.42
,81.24,14.17,0.4,0.48,1.9
,79.42,15,0.65,0.77,2.2
,6.64,0.7,0.33,0.18,91.95
,70.49,24.03,0.4,0.73,2.11
,73.19,21.5,0.32,0.71,2.01
,83.88,10.41,0.81,0.67,2.29
,81.76,12.47,0.63,0.71,2.49
,87.42,6.81,0.63,0.84,2.35
,82.69,11.74,0.59,1.04,2.26
,59.45,14.86,13.85,1.73,7.59
,5.89,1.56,7.72,0.22,83.92
,11.07,1.07,0.81,0.17,86.58
,92.33,2.48,0.69,0.34,2.8
,78.51,16.27,0.54,0.43,2.32
,93.71,2.03,0.36,0.77,1.63
,42.93,50.72,0.33,0.58,2.37
,4.28,0.4,0.87,0.15,94.05
,7.35,0.28,1.74,0.16,90.24
,90.56,3.71,0.66,0.65,2.6
,73.03,21.54,0.43,0.63,2.17
,41.84,52.16,0.4,0.48,1.95
,66.52,28.22,0.45,0.55,2.21
,95.1,0.47,0.56,0.27,2.38
,94.4,1.02,0.7,0.36,2.36
,87.47,7.28,0.43,0.7,2.28
,92.05,2.29,0.65,0.89,2.42
,67.95,22.96,0.36,4.48,2.07
,79.42,13.85,0.56,1.84,2.25
,66.95,26.91,0.66,0.7,2.63
,75.7,17.4,0.56,1.35,2.78
,61.69,32.99,0.48,0.52,2.07
,91.43,3.64,0.46,0.74,2.14
,2.25,2.28,90.01,0.03,1.4
,82.09,12.15,0.42,0.73,2.52
,85.54,8.62,0.62,0.74,2.6
,16.2,1.67,0.88,0.29,79.99
,65.84,28.32,0.59,0.57,2.4
,94.15,0.35,0.88,0.41,2.71
,81.2,13.84,0.47,0.48,2.29
,88.1,5.71,0.78,1.43,2.06
,66.71,28.16,0.5,0.46,2.11
,76.51,17.84,0.47,1.04,2.13
,86.17,8.75,0.46,0.68,2.49
,5.12,0.14,0.18,0.24,94.17
,77.67,16,0.58,1.41,2.15
,78.07,16.42,0.45,0.57,2.34
,69.76,23.8,0.55,1.08,2.3
,90.62,3.18,0.99,1.27,2.1
,72.08,20.89,0.54,1.94,2.52
,86.46,7.69,0.74,0.94,2.19
,76.99,17.35,0.44,1.06,2.29
,90.54,4.31,0.72,0.57,2.06
,94.71,0.58,0.64,0.44,2.27
,90.49,3.4,0.9,1.01,2.94
,92.48,2.25,0.58,0.7,2.46
,6.21,0.65,1.9,0.29,90.6
,77.69,14.4,1.65,0.74,3.4
,66.95,26.34,0.46,1.56,2.23
,84.38,9.97,0.55,0.84,2.45
,8.59,0.3,0.43,0.15,90.28
,80.13,14.07,0.62,0.82,2.42
,83.18,11.48,0.57,0.73,2.37
,78.85,15.64,0.61,0.55,2.23
,90.43,4.85,0.45,0.55,2.36
,4.04,0.55,7.92,0.42,86.51
,75.17,18.66,0.45,1.26,2.27
,4.21,0.37,0.42,0.75,94.09
,55.87,37.71,0.47,0.7,2.37
,95.05,0.46,0.68,0.35,2.16
,68.68,25.39,0.37,0.77,2.42
,3.96,0.36,0.13,0.25,95.13
,75.1,18.7,0.42,1.47,2.05
,95.27,0.43,0.7,0.13,2.31
,87.86,7.23,0.41,0.53,2.2
,83.59,8.88,1.95,0.67,3.06
,92.02,3.14,0.62,0.58,2.16
,64.94,26.15,0.44,0.48,5.66
,49.04,41.58,2.49,0.9,3.38
,70.03,24.02,0.54,0.72,2.5
,85.59,9.42,0.6,0.4,2.32
,92.94,2,0.68,0.27,2.79
,54.75,39.68,0.36,0.56,1.98
,91.1,4.28,0.63,0.24,2.27
,66.06,23.29,0.66,0.5,7.35
,79.07,13.61,1.05,0.94,3.28
,4.27,0.3,1.94,0.21,92.98
,90.16,0.48,5.69,0.33,2.04
,67.96,25.64,0.59,1.27,2.15
,62.66,30.81,0.58,1.41,2.61
,82.48,12.38,0.52,0.46,2.29
,17.5,11.56,2.8,0.89,66.29
,90.68,3.6,0.9,0.5,2.64
,11.1,0.22,2.67,2.89,82.41
,93.52,2.02,0.61,0.29,2.26
,87.09,6.4,0.98,0.57,2.71
,78.26,16.49,0.67,0.51,2.35
,74.04,20.81,0.46,0.68,2.16
,90.71,4.64,0.65,0.62,1.9
,80.14,13.64,0.61,0.88,2.53
,88.76,5.98,0.58,0.8,2.1
,7.95,0.41,2.39,0.31,88.54
,4.48,0.27,1.08,0.22,93.76
,82.96,11.66,0.6,0.58,2.07
,68.9,24.59,0.51,0.7,3.21
,18.8,0.77,4.64,0.29,74.47
,71.13,22.93,0.51,0.75,2.29
,67.24,28.07,0.45,0.43,1.82
,93.11,1.25,0.91,0.36,3.04
,88.49,6.53,0.67,0.64,2.08
,76.74,17.05,0.55,0.87,2.63
,93.22,2.27,0.65,0.21,2.34
,82.97,12.56,0.51,0.39,2.09
,92.33,2.12,0.65,1.01,2.16
,60.21,29.99,0.66,3.9,2.8
,55.05,34.47,2.03,3.16,2.6
,3.81,0.35,0.61,0.18,94.9
,87.41,7.31,0.52,0.91,2.14
,75,19.52,0.46,0.66,2.23
,86.79,7.21,0.72,1.38,2.1
,90.71,4.25,0.67,0.49,2.25
,82.04,12.93,0.5,0.45,2.35
,72.71,22.05,0.41,0.45,2.21
,80.03,13.56,0.7,1.2,2.39
,7.73,0.43,3.5,0.33,87.65
,40.47,50.93,0.61,1.95,3.4
,83.74,10.87,0.57,0.76,2.46
,62.84,25.83,1.09,0.73,7.37
,71.84,20.6,0.65,2.35,2.31
,96.05,0.41,0.6,0.13,1.88
,79.56,14.31,0.55,1.32,2.28
,0.82,0.11,96.87,0.03,0.57
,83.16,2.26,1.82,0.39,10.25
,10.37,1,1.71,0.3,85.39
,89.47,5.16,0.37,1.15,1.73
,62.04,31.59,0.57,0.72,2.57
,84.86,9.92,0.5,0.62,2.25
,91.09,3.13,0.55,1.14,2.34
,5.21,0.59,4.58,0.28,88.85
,71.82,22.5,0.54,0.6,2.75
,69,24.95,0.55,0.89,2.37
,6.9,1,0.41,0.25,91.21
,4.13,0.45,0.39,0.17,94.76
,94.37,1.07,0.62,0.28,2.34
,90.11,4.26,0.62,0.62,2.61
,81.27,13.23,0.54,0.72,2.24
,1.28,0.19,95.83,0.03,0.65
,3.9,0.23,0.65,0.23,94.84
,84.87,9.32,0.51,0.8,2.65
,70.93,24.03,0.55,0.57,1.98
,72.3,21.35,0.52,1.24,2.36
,8.2,0.29,1.06,1.09,89.05
,84.61,8.99,1.42,0.71,2.5
,4.12,0.15,0.68,0.16,94.66
,80.83,13.42,0.57,0.91,2.48
,81.39,12.31,0.51,1.38,2.2
,87.64,6.89,0.73,0.57,2.32
,0.33,0.07,98.07,0.03,0.35
,80.59,14.05,0.65,0.44,2.25
,6.59,0.4,1.17,0.24,91.27
,79.16,12.97,0.85,0.25,5.11
,95.17,0.41,0.64,0.31,2.11
,71.72,22.84,0.53,0.47,2.22
,93.37,2.4,0.54,0.34,1.91
,2.86,0.23,92.24,0.04,1.59
,83.04,11.83,0.53,0.98,1.76
,67.37,26.79,0.47,0.78,2.56
,88.11,6.37,0.54,0.82,2.44
,3.54,0.15,0.21,0.15,95.83
,28.03,65.22,0.28,0.37,2.33
,69.64,25.15,0.45,0.48,2.17
,6.45,0.3,0.41,0.35,92.29
,89.74,4.8,0.62,0.68,2.36
,7.47,0.27,1,0.68,90.28
,95.97,0.24,0.63,0.36,1.73
,94.55,0.27,0.82,0.35,2.58
,94.13,0.91,0.65,0.37,2.52
,5.17,0.42,7.18,0.33,86.03
,72.06,22.12,0.5,0.4,2.54
,84.01,9.88,0.69,0.58,3.03
,79.38,15.44,0.45,0.6,2.28
,87.48,6.99,0.46,0.69,2.65
,5.87,0.15,0.76,0.32,92.65
,88.38,6.72,0.52,0.74,1.94
,86.75,7.17,0.48,1.04,2.49
,76.62,17.78,0.55,0.66,2.39
,78.77,15.35,0.49,0.78,2.41
,69.75,25.22,0.42,0.47,2.19
,1.4,0.16,96.07,0.04,0.61
,95.42,0.32,0.59,0.18,2.2
,1.04,(S),96.61,(S),0.58
,94,0.82,0.69,0.4,2.63
,72.23,21.74,0.61,0.55,2.73
,73.35,20.66,0.57,0.61,2.49
,89.18,5.75,0.47,0.82,2.16
,95.68,0.21,0.58,0.36,1.99
,82.89,11.56,0.71,0.59,2.36
,13.02,0.51,0.98,0.24,84.9
,58.97,35.45,0.65,0.4,2.04
,87.26,7.81,0.47,0.69,2.04
,65.96,27.67,0.52,0.74,2.62
,7.23,0.74,0.64,0.51,90.56
,62.77,31.39,0.55,0.57,2.33
,4.88,0.29,1.28,0.1,93.26
,73.1,21.94,0.52,0.5,1.76
,70.12,21.55,0.53,2.44,2.25
,1.77,0.36,95.74,0.02,0.69
,53.16,40.63,0.37,1.17,2.09
,95.47,0.33,0.7,0.21,2.23
,88.9,5.48,1.15,0.41,2.43
,84.48,10.47,0.68,0.46,2.14
,89.67,5.48,0.65,0.43,2.17
,55.26,38.99,0.39,0.75,2.2
,84.87,9.29,0.56,0.55,2.77
,75.76,16.89,0.7,1.36,3.1
,6.18,0.27,0.47,0.45,92.43
,89.67,4.68,0.45,1.18,2.09
,63.25,22.18,2.08,0.91,9.07
,47.37,45.9,0.5,0.62,2.98
,77.99,16.18,0.47,0.71,2.41
,68.29,25.95,0.4,0.48,2.48
,86.6,7.42,0.6,1.02,2.48
,85.44,8.45,0.83,0.82,2.48
,85.45,8.08,0.62,0.57,3.32
,69.03,25.85,0.45,0.58,2.11
,90.01,4.48,0.47,1.09,2
,73.32,21.01,0.52,0.53,2.4
,2.64,0.62,93.31,0.05,1.25
,79.5,13.99,0.6,0.74,3.13
,95.16,0.3,0.54,0.44,2.35
,69.5,24.47,0.44,0.64,2.7
,81.76,12.26,0.6,0.84,2.33
,5.66,1.14,0.61,0.09,92.28
,73.43,20.99,0.52,0.5,2.4
,94.42,0.69,0.68,0.36,2.53
,94.57,1.5,0.57,0.2,2.04
,76.83,17.62,0.54,0.8,2.11
,95.12,0.47,0.65,0.33,2.17
,91.44,3.3,0.63,0.64,2.4
,87.67,6.09,0.47,1.58,2.38
,94.26,0.68,0.6,0.29,2.9
,95.24,0.48,0.68,0.25,2.18
,5.61,1.33,1.09,0.2,91.52
,4.71,0.52,1.21,0.21,93.11
,82.18,12.92,0.51,0.58,2.21
,92.6,2.83,0.47,0.49,1.96
,52.43,41.94,0.4,0.56,2.41
,92.62,2.18,0.7,0.68,2.21
,79.46,13.92,0.63,1.3,2.53
,91.57,3.28,0.58,0.61,2.25
,87.83,7.83,0.69,0.22,1.92
,59.44,35.04,0.48,0.47,2.2
,57.05,36.62,0.49,0.94,2.49
,83.76,10.2,0.62,0.66,3.03
,7.05,86.74,0.31,0.92,2.75
,87.05,7.51,0.51,0.89,2.1
,70.42,22.51,0.79,0.46,3.61
,7.38,0.19,0.39,0.3,91.52
,88.77,6.35,0.76,0.27,2.22
,7.12,0.59,0.9,0.15,91.02
,90.72,4.41,0.65,0.1,2.85
,90.61,4.3,0.6,0.69,2.18
,40.98,21.03,21.27,11.17,3.15
,30,2.62,1.18,0.14,64.96
,88.29,5.89,0.53,1.18,2.11
,68.56,24.61,0.9,0.99,2.61
,1.88,(S),95.12,(S),0.8
,93.15,1.66,1.04,0.45,2.32
,73.12,20.77,0.52,0.74,2.87
,87.79,3.28,0.97,2.94,2.81
,54.11,40.35,0.47,0.36,2.23
,74.71,20.16,0.41,0.4,2.43
,51.36,42.34,0.3,0.9,2.35
,68.17,26.47,0.32,0.67,1.92
,75.15,19.5,0.57,0.49,2.34
,81.17,13.3,0.55,1.17,1.96
,93.84,0.52,1.89,0.26,2.25
,76.28,17.89,0.62,0.43,2.57
,70.47,23.3,0.86,0.6,2.25
,4.82,0.18,0.26,0.22,94.34
,72.49,22,0.57,0.53,2.4
,92.62,2.99,0.45,0.59,2
,77.81,16.87,0.46,0.94,1.94
,93.12,2.27,0.69,0.37,2.35
,77.96,15.8,0.56,1.17,2.47
,83.59,11.25,0.58,0.42,2.32
,4.45,0.62,0.43,0.15,94.15
,71.01,22.95,0.52,0.77,2.37
,75.09,19.5,0.54,0.51,2.31
,5.94,0.26,10.51,0.32,82.27
,0.92,(S),96.46,(S),0.65
,1.86,0.2,94.63,0.03,1.06
,79.08,15.28,0.61,0.77,2.41
,95.14,0.93,0.6,0.25,1.89
,85.44,8.77,0.57,1.1,2.39
,8.06,0.4,1.47,0.22,89.54
,73.52,20.94,0.54,0.52,2.4
,69.54,24.54,0.44,0.74,2.64
,4.73,0.35,0.13,0.24,94.38
,6.32,0.47,0.97,0.17,91.77
,77.28,17.24,0.53,0.74,2.24
,90.32,4.18,0.7,1,2.13
,79.49,15.13,0.49,0.56,2.33
,79.2,15.15,0.63,0.75,2.53
,76.84,13.64,2.06,1.69,4.04
,85.55,9.42,0.46,0.7,1.77
,91.04,2.89,0.67,0.89,2.57
,89.29,5.83,0.45,0.57,2.17
,84.28,10.07,0.61,0.65,2.3
,87.2,7.78,0.54,0.47,2.42
,5.8,0.41,1.15,0.12,92.28
,71.16,22.79,0.53,0.96,2.34
,3.08,0.56,93.86,0.03,0.67
,83.36,10.95,0.56,0.84,2.23
,95.02,0.76,0.61,0.33,2.04
,80.7,14.05,0.57,0.6,2.3
,92.28,2.93,0.59,0.67,1.83
,65.61,15.63,14.22,0.39,2.07
,3.3,0.19,92.37,0.11,1.42
,81.43,11.85,0.88,1.18,2.57
,94.79,0.62,0.61,0.26,2.56
,90.85,1.34,0.69,0.32,5.46
,70.72,22.51,1.84,0.73,2.32
,88.05,5.85,0.64,1.21,2.2
,5.73,0.25,3.14,0.22,90.23
,90.09,5.04,0.43,0.71,2.05
,60.27,34.75,0.47,0.31,2.08
,11.28,1.16,4.22,0.13,82.74
,89.77,3.56,0.59,1.96,2.63
,95.31,0.38,0.7,0.07,2.65
,95.17,0.58,0.65,0.23,2.21
,59.83,33.62,0.92,0.52,3.37
,10.69,0.73,1.47,0.25,86.37
,84.02,0.82,1.08,0.16,12.87
,7.23,0.97,88.12,0.19,1.15
,83.29,10.68,0.7,0.76,2.61
,65.61,29.23,0.41,0.48,2.19
,4.28,0.3,0.54,0.13,94.57
,91.51,3.23,0.56,0.76,2.47
,5.62,0.44,0.79,0.28,92.62
,92.35,2.98,0.51,0.78,2.08
,85.36,8.01,0.88,1.35,2.27
,94.31,1.07,0.63,0.23,2.5
,73.72,20.9,0.32,0.84,2.25
,80.99,14.56,0.39,0.38,1.79
,91.44,2.39,0.57,0.77,2.98
,91.41,3.43,0.66,0.25,2.86
,93.02,1.95,0.63,0.43,2.68
,45,20.48,25.64,0.73,6.03
,4.28,0.9,0.22,0.11,94.33
,45.85,4.95,4.35,0.34,41.26
,65.9,28.78,0.38,0.7,1.96
,88.9,6.52,0.59,0.42,2.01
,1.92,0.22,93.2,0.04,1.81
,85.73,8.9,0.81,0.54,2.03
,66.41,25.78,0.58,2.85,2.07
,90.11,5.35,0.64,0.35,1.95
,88.57,6.19,0.62,0.68,2.2
,53.34,39.8,0.35,0.61,2.89
,68.05,26.33,0.47,0.74,2.17
,92.7,1.95,1.08,0.4,2.51
,93.56,2.17,0.52,0.46,1.9
,88.84,6.46,0.61,0.4,2.35
,74.09,7,1.19,0.62,15.96
,8.49,1.34,0.45,0.35,89.05
,89.56,4.85,0.61,0.85,2.25
,4.13,0.4,0.22,0.1,95.03
,45.06,48.77,0.35,0.85,2.14
,63.95,30.58,0.42,0.76,2.29
,78.76,15.46,0.67,0.49,2.61
,69.99,24.09,0.49,0.74,2.38
,69.46,24.43,0.52,0.8,2.36
,83.52,10.67,0.76,0.66,2.43
,84.83,8.19,0.71,1.61,2.68
,55,37.16,0.81,0.43,4.21
,8.02,0.55,0.4,0.36,90.42
,13.76,79.83,0.22,0.4,2.51
,91.24,3.53,0.63,0.85,2.35
,90.25,4.01,0.51,0.98,2.39
,92.19,2.59,0.83,0.31,2.67
,94.5,1.4,0.68,0.24,1.91
,94.99,0.49,0.64,0.28,2.49
,91.49,1.14,0.69,2.38,2.73
,1.75,0.34,95,0.03,0.76
,6.76,0.23,0.84,0.1,91.9
,3.77,0.16,0.23,0.21,95.46
,83.39,8.22,0.59,2.9,2.66
,2.34,0.37,94.78,0.02,0.86
,4.75,0.35,0.42,0.39,93.9
,68.79,26.33,0.46,0.52,2.1
,91.79,2.51,0.61,0.94,2.34
,65.06,29.8,0.47,0.52,1.98
,7.71,0.72,4.79,0.29,85.73
,82.06,12.32,0.54,0.81,2.27
,4.74,0.33,0.92,0.17,93.63
,91.01,3.32,0.75,0.65,2.67
,78.7,16.22,0.45,0.59,2.09
,85.15,8.41,0.64,0.88,2.77
,65.16,28.4,0.54,0.9,2.46
,44.52,49.68,0.38,0.46,1.94
,87.53,5.39,0.52,2.33,2.19
,95.01,0.74,0.68,0.03,2.64
,88.91,5.28,0.48,1,2.38
,57.92,4.09,4.97,0.26,30.93
,1.18,1.54,94.59,0.03,0.95
,53.31,41.66,0.37,0.36,1.97
,94.78,0.45,0.65,0.22,2.74
,81.56,12.51,0.52,0.81,2.51
,91.05,2.83,0.62,1.37,2.51
,74.94,18.36,0.93,1.25,2.3
,4.24,0.5,92.67,0.07,0.82
,83.71,10.79,0.69,0.47,2.63
,64.78,29.16,0.37,0.61,2.52
,1.41,0.13,96.05,0,0.79
,79.15,15.72,0.52,0.4,2.38
,16.19,0.24,76.07,0.08,3.47
,78.17,14.45,0.74,2.01,2.53
,85.05,9.83,0.59,0.84,2.02
,94.9,0.73,0.71,0.31,2.11
,82.77,11.71,0.61,0.6,2.48
,93.69,1.47,0.66,0.39,2.18
,95.31,0.45,0.7,0.07,2.5
,70.09,1.1,0.78,2.22,24.59
,83.46,9.94,0.69,1.05,3.24
,94.78,0.42,0.79,0.1,2.82
,78.29,16.15,0.58,0.54,2.34
,94.79,0.34,0.67,0.27,2.88
,3.7,0.55,1.17,0.14,94.23
,78.56,15.54,0.58,0.67,2.7
,89.91,5.11,0.54,0.69,2.12
,73.84,20.41,0.37,1.06,2.1
,54.24,39.05,1.12,1.03,2.1
,60.55,34.14,0.39,0.55,1.92
,13.86,0.37,0.34,2.74,82.09
,92.21,2.7,0.59,0.41,2.61
,81.54,12.48,0.8,0.54,2.78
,80.28,14.15,0.88,0.91,1.85
,4.07,0.22,0.3,0.37,94.86
,68,26.36,0.47,0.79,1.88
,4.28,0.1,0.44,0.15,94.89
,4.88,0.21,0.19,0.22,94.36
,86.16,8.27,0.64,0.66,2.66
,73.71,18.9,1.27,0.5,3.45
,57.44,37.25,0.34,0.6,2.24
,94.94,0.65,0.65,0.27,2.21
,73.97,19.85,0.5,0.79,2.68
,91.45,3.06,0.66,0.6,2.64
,84.76,0.53,1.52,0.12,12.26
,88.03,6.46,0.55,0.51,2.67
,52.86,41.4,0.46,0.67,2.24
,1.71,0.32,95.45,0.02,0.87
,78.28,15.64,0.64,0.58,2.86
,6.32,0.75,3.07,0.22,89.25
,80.29,12.93,0.6,1.17,2.66
,70.96,23.71,0.52,0.36,2.32
,67.88,24.98,1.01,1.43,2.37
,88.57,5.98,0.61,0.75,2.38
,78.47,15.8,0.53,0.49,2.65
,78.05,16.23,0.63,0.77,2.28
,87.49,5.95,0.63,0.85,3.43
,95.55,0.31,0.61,0.34,2.08
,65.53,28.95,0.45,0.49,2.32
,65.78,27.13,0.53,1.56,2.5
,3.95,0.19,0.9,0.15,94.62
,3.56,0.76,90.64,0.42,0.86
,93.18,2.23,0.88,0.38,2.04
,2.61,(S),92.14,(S),1.68
,81.01,13.19,0.56,0.59,2.73
,3.07,0.45,93.51,0.06,1.54
,55.04,38.28,0.68,0.93,2.06
,63.3,30.85,0.45,0.97,2.06
,80.09,15.12,0.44,0.52,2.15
,76.1,17.99,0.69,0.46,2.7
,65.16,29.05,0.43,0.72,2.16
,83.48,11.06,0.54,0.67,2.3
,76.63,15.79,1.04,2.36,2.35
,71.46,20.26,1.52,0.64,3.3
,16.08,0.28,0.62,2,80.46
,82.13,11.69,0.53,1.16,2.2
,94.38,0.28,0.79,0.33,2.61
,26.51,67.43,0.24,0.96,1.96
,88.99,5.07,0.6,0.84,2.7
,84.3,10.02,0.54,0.48,2.65
,6.5,0.31,0.56,0.46,91.96
,4.11,0.27,0.16,0.3,94.98
,20.08,65.6,8.23,0.38,1.94
,73.29,17.12,1.22,1.73,4.24
,64.9,29.71,0.47,0.51,2.07
,66.54,3.04,1.63,0.46,26.05
,63.59,30.83,0.46,0.41,2.38
,89.29,5.75,0.41,0.79,1.99
,60.17,34.03,0.42,0.65,2.04
,94.83,0.89,0.63,0.3,1.98
,86.41,7.83,0.49,1.03,2.3
,87.17,7.73,0.66,0.27,2.19
,93.39,1.35,0.53,0.98,2.1
,85.74,8.95,0.45,0.62,2.47
,64.77,30.54,0.49,0.52,1.9
,56.7,37.49,0.42,0.73,2.29
,91.83,2.99,0.73,0.48,2.38
,81.22,12.3,1.25,0.79,2.23
,89.08,6.29,0.52,0.59,1.75
,5.21,0.24,1.02,0.76,92.56
,4.29,0.14,0.15,0.22,95.08
,54.03,40.82,0.4,0.33,1.99
,39.56,26.79,12.84,3.51,14.13
,51.94,42.23,0.32,0.4,2.34
,5.9,6.74,76.08,0.09,3.06
,4.29,0.24,0.81,0.3,94.14
,87.28,6.28,0.53,1.16,2.77
,67.52,26.53,0.45,0.6,2.54
,94.95,0.35,0.77,0.26,2.22
,94.1,0.9,0.58,0.23,3.1
,78.41,16.72,0.45,0.84,1.87
,10.61,0.41,1.54,0.67,86.38
,4.83,0.33,3.13,0.1,91.28
,4.87,0.17,1.98,0.14,92.61
,82.43,11.31,0.5,1.3,2.36
,73.01,19.94,0.66,0.71,3.81
,92.03,3.38,0.75,0.22,2.29
,82.63,9.1,0.62,3.33,2.23
,87.5,3.16,1.17,0.28,6.34
,84.64,9.7,0.58,0.69,2.54
,57.05,37.07,0.37,0.43,2.36
,45.48,47.96,0.66,1.09,2.35
,3.83,0.39,0.17,0.11,95.36
,48.9,45.18,0.34,0.66,2.14
,4.44,0.17,1.07,0.31,93.69
,51.48,42.55,0.34,0.64,2.08
,6.94,1.53,0.41,0.13,90.76
,67.65,27.37,0.27,0.34,2.57
,86.94,7.62,0.53,0.5,2.43
,86.99,6.87,0.62,1.33,2.38
,95.22,0.2,0.79,0.25,2.21
,75.32,19.21,0.48,0.73,2.35
,75.18,19.85,0.45,0.44,1.97
,88.86,5.6,0.59,0.88,2.39
,76.85,17.54,0.53,0.65,2.3
,6.04,0.61,0.99,0.25,91.88
,91.39,4.67,0.35,0.46,1.42
,75.41,17.66,0.47,1.81,2.02
,72.22,22.85,0.44,0.52,2.09
,86.29,8.89,0.57,0.53,2.08
,60.2,34.26,0.42,0.54,2.24
,5.62,1.05,2.93,0.12,89.95
,70.77,23.83,0.48,0.45,2.29
,92.52,1.86,0.69,1.34,2.22
,3.46,0.37,0.35,0.06,95.64
,88.35,6.2,0.62,0.83,2.35
,7.38,1.03,0.51,0.42,90.42
,58.38,35.87,0.38,0.76,2
,87.3,7.28,0.5,0.71,2.24
,89.69,4.78,0.78,0.48,2.56
,92.64,2.22,0.69,0.39,2.66
,45.71,48.46,0.46,0.43,2.07
,52.31,19.6,7.87,0.46,17.41
,71.62,22.26,0.56,0.57,2.7
,95.17,0.4,0.7,0.28,2.22
,68.83,25.28,0.44,1.03,2.39
,79.34,15.49,0.62,0.46,2.27
,15.78,77.31,0.34,0.34,3.11
,95.58,0.24,0.56,0.49,1.71
,71.61,20.45,0.78,0.94,4.2
